Super Category ,Category Name,Item Name ,Has Expiry,Tax Rate,Purchase UOM,Base UOM,Conversion Factor
Civil and Interior,Civil & Electrical Work,Civil & Interior Execution,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Civil & Interior Work,no,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Civil - Air Conditioner And Exhaust,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - LIQUID,Clax 200S -5Ltr New Improved By Diversey,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - POWDERS,Clax Paper 200 Colour Safe,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Clean Dish Wall Shelf - Perforated,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - WIPES/SCRUBBERS/PADS,Cling Film Roll,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Clip,no,18,PCS,PCS,1
RETAIL,RTD JUICES - BOTTLE/CAN,Coca Cola - 250Ml (Pack Of 30),no,28,CASE(30BTL),BTL,30
RAW MATERIAL,RM BEVERAGES - POWDERS,Cocoa Powder,no,5,PKT(100GM),GM,100
RETAIL,RTD JUICES - BOTTLE/CAN,Coconut Water,yes,12,PCS,PCS,1
RETAIL,RTE - SNACKS,Coffee Almond Shots - 40 Gms,yes,18,PCS,PCS,1
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Coffee Aroma Display Tool,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Coffee Brush Set,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Coffee Glass Server- V60,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Coffee Grinder DF64 Gen 2 Single Dose - Black,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Coffee Grinder Kofi Haus,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,Coffee Island Bag Sealing Sticker,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,Coffee Island Coin Sticker,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,Coffee Island MRD Sticker,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,Coffee Island Milk Variant Sticker,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - POWDERS,Coffee Machine Cleaning Tablets (Suma Vend),no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Coffee Machine Rocket Doppia 2GR 4Keys 3Ph - Black Pannel,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Coffee Machine Stabilizer,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,Coffee Mug - Classic - Celeste - Light Green,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,Coffee Mug - Classic - Coffee,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,Coffee Mug - Classic - Innocent - Light Pink,no,18,PCS,PCS,1
,RM BEVERAGES - POWDERS,Chocolate Powder - Strawberry,yes,18,PKT(100GM),GM,100
,RM BEVERAGES - POWDERS,Chocolate Powder - Strawberry,yes,18,PKT(500GM),GM,500
RAW MATERIAL,RM BEVERAGES - POWDERS,Coffee Powder - Coffeeccino,no,5,JAR(20KG),GM,20000
CAPEX,BOH BEVERAGE EQUIPMENT,Coffee Scale - A Series - Ck2150As,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Coffee Tempur SWF G510,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Coffee Whisker,no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,Cold & Hot Bane Marie Unit with 2 Door Under Counter Chiller & Glass Sneeze Guard,no,18,PCS,PCS,1
RETAIL,RTD COLD BREW - BOTTLE/CAN,Cold Brew - Cinnamon,yes,18,CASE(24PC) N.A.,PCS,24
RETAIL,RTD COLD BREW - BOTTLE/CAN,Cold Brew - French Vanilla,yes,18,CASE(24PC) N.A.,PCS,24
RETAIL,RTD COLD BREW - BOTTLE/CAN,Cold Brew - Whiskey Barrel,yes,18,CASE(24PC) N.A.,PCS,24
CAPEX,BOH BEVERAGE EQUIPMENT,Cold Brew System With Lid,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cold Brew Tiramisu,yes,18,PCS,PCS,1
RETAIL,RTD COLD COFFEE - BOTTLE/CAN,Cold Coffee Can - Irish,yes,12,CASE(48CAN),CAN,48
RETAIL,RTD COLD COFFEE - BOTTLE/CAN,Cold Coffee Can - Vietnamese,yes,12,CASE(48CAN),CAN,48
RETAIL,RTD COLD COFFEE - BOTTLE/CAN,Cold Coffee Can- Irish,yes,12,PCS,PCS,1
RETAIL,RTD COLD COFFEE - BOTTLE/CAN,Cold Coffee Can- Vietnamese,yes,12,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - WIPES/SCRUBBERS/PADS,Combi Glass Cleaning Mm,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,Comfy Cup - Celeste - Light Green,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,Comfy Cup - Coffee,no,18,PCS,PCS,1
RETAIL,MUGS/CUPS,Comfy Cup - Innocent - Light Pink,no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,Commercial Induction Cook Top,no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,Commercial Microwave Owen MWO25,no,18,PCS,PCS,1
CAPEX,POS HARDWARE,Compact Metal Drawer - Cr 410,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Compak Coffee Beans Grinder - I6 Pro Black: F09133,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Condiment Tray (Assembly Station) (4 Or 6 Or 9 Compartment),no,18,PCS,PCS,1
CAPEX,SMALLWARE,Condiment Tray (Pickup Station),no,18,PCS,PCS,1
CAPEX,MUSIC SYSTEM,Connector,no,18,PCS,PCS,1
Civil and Interior,Consultancy,Consulting Charges with External Parties,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Container 1Kg,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Container 2Kg,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Cooling Rack 16*24,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Cooling Rack 9*13,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Coriander Chopped (CIB),no,5,KG,GM,1000
RETAIL,LIFESTYLE ACCESSORIES,Cork Diary,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - FOOD - FOOD BOX,Corrugated Pizza Box (Small) Fits 7 Inch Pizza (Pack of 50),no,5,PKT(50PC),PCS,50
CAPEX,SMALLWARE,Corvids 150 Kg Platform Trolley,no,12,PCS,PCS,1
CAPEX,POS HARDWARE,Cover and template,no,18,Piece,Piece,1
KITCHEN ACCESSORIES,COOKING ACCESSORIES,Cream Charger,no,18,BOX(10PCS),PCS,10
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cream Cheese,no,18,PKT(100GM),GM,1
CAPEX,SMALLWARE,Creamer For Tea,no,12,PCS,PCS,1
,RM BEVERAGES - GARNISHING,Crema - Base - Rich Cream (Whip Topping),yes,5,PKT(2KG),GM,2000
,RM BEVERAGES - GARNISHING,Crema - Base - Rich Cream (Whip Topping),yes,5,PKT(1KG),GM,1000
RAW MATERIAL,RM BEVERAGES - GARNISHING,Crema - Base - Rich Cream (Whip Topping),yes,5,CASE(12KG),GM,12000
RAW MATERIAL,RM BEVERAGES - VEG INGREDIENTS,Crema - Topping - Food Colour Gel - Brown,no,18,BTL(600GM),GM,600
RAW MATERIAL,RM BEVERAGES - VEG INGREDIENTS,Crema - Topping - Food Colour Gel - Saffron,no,18,BTL(600GM),GM,600
CAPEX,SMALLWARE,Crisp Basket for RTE,no,5,PCS,PCS,1
CROCKERY & CUTLERY,CROCKERY,"Crockeries - Bowls 7"" White",no,5,PCS,PCS,1
CROCKERY & CUTLERY,CROCKERY,"Crockeries - Bowls 8"" White",no,5,PCS,PCS,1
CROCKERY & CUTLERY,CROCKERY,"Crockeries - Dinner Plate 11"" White",no,5,PCS,PCS,1
CROCKERY & CUTLERY,CROCKERY,Crockeries - Dip Bowls White,no,5,PCS,PCS,1
CROCKERY & CUTLERY,CROCKERY,"Crockeries - Quarter Plate 8"" White",no,5,PCS,PCS,1
CAPEX,SMALLWARE,Cruet set (Chilli Flakes & Oregano) Glass,no,18,PCS,PCS,1
CROCKERY & CUTLERY,CROCKERY,Cruet set (Salt & Pepper) White,no,5,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Crunchy Chicken Nugget 1 Kg,no,5,KG,GM,1000
CROCKERY & CUTLERY,GLASSWARE,Crystal Tall Flow Geo Glass - Set Of 6,no,18,BOX(6PC),PCS,6
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cucumber Juilleine (CIB),no,5,KG,GM,1000
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Cumin Seeds,yes,5,PKT(100GM),GM,100
CROCKERY & CUTLERY,CROCKERY,Cup And Saucer Set - 04Oz,no,12,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CROCKERY,Cup And Saucer Set - 08Oz,no,12,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CROCKERY,Cup And Saucer Set - 12Oz,no,5,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CROCKERY,Cup Clay Craft 110 Ml,no,12,BOX(6PC),PCS,6
CROCKERY & CUTLERY,CROCKERY,Cup Clay Craft 280 Ml,no,12,BOX(6PC),PCS,6
CROCKERY & CUTLERY,CROCKERY,Cup Clay Craft 320 Ml,no,12,BOX(6PC),PCS,6
PACKAGING FOR PRODUCT DEVELOPMENT,MOULD/DIE/FRAME COST,Cup Holder Die Cut Charge,no,18,PCS,PCS,1
CAPEX,BOH OTHER EQUIPMENT,Cup Sealing Machine- Cms-Tb-V1,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Curtain Motor-75W (Remote),no,18,PCS,PCS,1
PACKAGING FOR PRODUCT DEVELOPMENT,CUSTOMISED PRINTING SOLUTIONS,Custom Label,no,18,PCS,PCS,1
CAPEX,POS HARDWARE,Customer Facing Display Lm 3210 9.7,no,28,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Customised Rubber Stamp - Outlet Address Details,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Customised Rubber Stamp - Receiving Details,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Cutlery Caddy,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,DI Churn Brush Hard Short Green PC W1,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,DISH LANDING TABLE WITH GARBAGE CHUTE,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,DISHWASHER WORK TABLE,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Date Gun,no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,Deep Freezer (Top opening) - D225H122,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - LIQUID,Degreaser,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Dell 22 Inch Monitor,no,18,PCS,PCS,1
CROCKERY & CUTLERY,CUTLERY,Demitasse Spoon,no,18,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CUTLERY,Demitasse Spoon 2Mm - 6Pc Set,no,18,BOX(6PC),PCS,6
CAPEX,SMALLWARE,Digital Food Thermometer,no,18,PCS,PCS,1
CAPEX,HO EQUIPMENT,Digitek -174 -Dwm 101 Wireless Microphone System With Anc Noise Reduction,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Dingyuan Deluxe Ice Drip Coffee Tower,no,18,Piece,PCS,1
CROCKERY & CUTLERY,CUTLERY,Dinner Fork,no,18,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CUTLERY,Dinner Knife,no,18,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CROCKERY,Dinner Plate,no,12,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CUTLERY,Dinner Spoon,no,18,UNITS(6PCS),PCS,6
CROCKERY & CUTLERY,CROCKERY,Dip Bowl,no,12,UNITS(6PCS),PCS,6
CAPEX,BOH OTHER EQUIPMENT,Dishwasher Washmatic WM - 300 ELE,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Dispenser Pump Blue Curacao,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - ACCESSORIES - CUP HOLDER,Disposable - Cup Holder,no,18,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE CUTLERY - CUTLERY POUCH,Disposable - Cutlery Sleeve,no,18,PKT(100PC),PCS,100
KITCHEN ACCESSORIES,DISPENSING ACCESSORIES,Disposable - Dip Container,no,12,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - LIDS,Disposable - Lid (Cold) 12Oz - Dome,no,18,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - LIDS,Disposable - Lid (Hot) 08Oz,no,18,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - LIDS,Disposable - Lid (Hot) 12Oz,no,18,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - FOOD - FOOD BOX,Disposable - Paper Bowl (1000Ml),no,18,PKT (65PC),PCS,65
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - CUPS,Disposable - Paper Cup 08Oz,no,18,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - CUPS,Disposable - Paper Cup 12Oz,no,18,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - CUPS,Disposable - Paper Cup 16Oz,no,18,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,Disposable - Paper Sos Bag,no,18,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - FOOD - FOOD BOX,Disposable - Rectangular Box,no,12,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - CUP SEALING FOIL,Disposable - Sealing Foil,no,18,BUNCH(500PC),PCS,500
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - FOOD - FOOD BOX,Disposable - Sleeve For Wrap,no,18,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - FOOD - FOOD BOX,Disposable - Square Box,no,12,PKT(25PC),PCS,25
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - WOODEN STIRRER,Disposable - Stirrer,no,18,PCS,PCS,1
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - STRAW,Disposable - Straw - 08Mm,no,18,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - STRAW,Disposable - Straw - 10Mm,no,18,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BEVERAGES - STRAW,Disposable - Straw - 12Mm,no,18,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - TISSUE PAPER,Disposable - Tissue Paper,no,18,BOX(30PKT),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE CUTLERY - WOODEN FORK,Disposable - Wooden Fork,no,12,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE CUTLERY - WOODEN SPOON,Disposable - Wooden Spoon,no,12,PKT(100PC),PCS,100
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CONSUMABLES - TOILET PAPER/TISSUE PAPER/URINAL BALLS/URINAL PADS,Disposable Cap,no,5,PKT(100PC),PCS,100
KITCHEN ACCESSORIES,COOKING ACCESSORIES,Disposable Nitrile Gloves Blue,no,5,PKT(100PC),PCS,100
KITCHEN ACCESSORIES,COOKING ACCESSORIES,Disposable Nitrile Gloves blue,no,5,PKT(100PC),PCS,100
KITCHEN ACCESSORIES,COOKING ACCESSORIES,Disposable Skull Cap,no,5,PCS,PCS,1
,CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS/GLOVES/CAPS,Disposable Skull Cap Blue,no,5,Pack (30 Pcs),PCS,30
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS/GLOVES/CAPS,Disposable Skull Cap Blue,no,5,PKT(100PC),PCS,100
RETAIL,MUGS/CUPS,Disposable cup,no,5,PCS,PCS,1
Retail,FESTIVE IN & OUT ITEM,Diwali Deepak,no,5,PCS,PCS,1
PACKAGING FOR PRODUCT DEVELOPMENT,PAPER/CARDBOARD PACKAGING,Diwali Gift Box,no,5,PCS,PCS,1
CAPEX,HO EQUIPMENT,Dji 3 Axis Osmo Mobile Intelligent Gimbal- Portable And Foldable,no,18,PCS,PCS,1
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Coco Poco Blueberry 320Ml,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Coco Poco Green Apple 320Ml,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Coco Poco Lychee 320Ml,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Coco Poco Mango 320Ml,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Coco Poco Strawberry 320Ml,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,CONFECTIONARY,Dobra Cotton Candy- Blue- Bubblegum,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,CONFECTIONARY,Dobra Cotton Candy- Green- Sour Mango,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,CONFECTIONARY,Dobra Cotton Candy- Light Brown- Coffee,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,CONFECTIONARY,Dobra Cotton Candy- Pink - Strawberry,no,12,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Pop Goli Soda Apple Mojito 225Ml,no,28,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Pop Goli Soda Blueberry 225Ml,no,28,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Pop Goli Soda Grape 225Ml,no,28,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Pop Goli Soda Kokum 225Ml,no,28,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Pop Goli Soda Mango Ripe 225Ml,no,28,CASE(24PC) N.A.,PCS,24
RETAIL,RTD MOCKTAILS - BOTTLE/CAN,Dobra Pop Goli Soda Nimbu Masala 225Ml,no,28,CASE(24PC) N.A.,PCS,24
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Double Chocochip Paris-Brest,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Double Chocolate Chunk Cookie,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Dried Parsley (CIB),no,5,KG,GM,1000
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Dust Bin On Wheels,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Dustbin Blue (70 Ltrs.) (with paddle & flat lid),no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Dustbin Green (70 Ltrs.) (with paddle & flat lid),no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Duster,no,18,Piece,Piece,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - WIPES/SCRUBBERS/PADS,Duster Microfiber Green,no,5,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - WIPES/SCRUBBERS/PADS,Duster Microfiber Red,no,5,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - WIPES/SCRUBBERS/PADS,Duster Microfiber Yellow,no,5,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,EDC Roll,no,18,PCS,PCS,1
CAPEX,UPS STABILIZER & PROTECTION SYSTEM,Eaton Inbuilt Online Ups - 3 Kva - 1 Phase Input/Output,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CHEMICALS - POWDERS,Ecolab Quik Care N70 E,no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,Egg Boiler,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - NON VEG INGREDIENTS,Eggs,yes,,Pack (30 Pcs),PCS,30
CAPEX,BOH BEVERAGE EQUIPMENT,Electric Kettle Gooseneck 900 ML,no,18,PCS,PCS,1
Civil and Interior,Civil & Electrical Work,Electrical Work,no,18,PCS,PCS,1
CAPEX,BOH OTHER EQUIPMENT,Electronic Weighing Scale (0.001 To 10 Kg),no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Espresso Grinder A Series,no,18,PCS,PCS,1
CAPEX,BOH BEVERAGE EQUIPMENT,Espresso Grinder Eureka Atom 65 Digital - Black,no,18,PCS,PCS,1
CAPEX,CCTV CAMERA & NETWORKING,Extension cord,no,18,PCS,PCS,1
CAPEX,OUTLET EQUIPMENT,FLY CATCHER,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Fajita Cottage Cheese,no,18,PKT(100GM),GM,100
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Fajita Paneer (CIB),no,5,KG,GM,1000
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Farm Fresh Lettuce Mix,no,18,PKT(250GM),GM,250
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Farm Fresh Pre Tossed Veggie Mix,no,18,PKT(250GM),GM,250
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Farm Fresh Salad Dressing,no,18,PKT(250GM),GM,250
CAPEX,OUTLET EQUIPMENT,Feather Flag (Weight),no,18,PCS,PCS,1
CAPEX,OUTLET EQUIPMENT,Feather Flags (Curve Shape) 12Ft,no,18,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Feta Cheese,no,5,PKT(250GM),GM,250
CAPEX,OTHER ELECTRONIC & ELECTRICAL ITEMS,Filter 25 Pcs - Coffee Aroma Display Tool,no,18,BOX(25PCS),PCS,25
Civil and Interior,Civil & Electrical Work,Finishing & Asthetics,no,,PCS,PCS,1
CAPEX,FIRE FIGHTING SYSTEM,Fire Blanket,no,18,PCS,PCS,1
CAPEX,FIRE FIGHTING SYSTEM,Fire Extinguisher,no,18,PCS,PCS,1
CAPEX,FIRE FIGHTING SYSTEM,Fire Extinguisher CO2 4.5 Kg,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,First Aid Box,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,First Aid Box Material,no,18,Piece,Piece,1
CAPEX,OUTLET EQUIPMENT,Fish Bowl,no,18,PCS,PCS,1
CAPEX,DIGITAL MENU BOARD,Fixed Mount With Arm Plate And Accessories,no,18,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - VEG INGREDIENTS,Fizzy - Gingerale,no,28,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - VEG INGREDIENTS,Fizzy - Tonic Water,no,28,PCS,PCS,1
RAW MATERIAL,RM FOOD - VEG INGREDIENTS,Flat Bread (CIB),no,5,KG,GM,1000
CAPEX,BOH BEVERAGE EQUIPMENT,Floject Bottled Water System Single-Bw5004-000A-230V-0.6G,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,Floor Mop with Bucket,no,5,PCS,PCS,1
CAPEX,FIRE FIGHTING SYSTEM,Floor Stand For Portable Fire Extinguishers,no,18,PCS,PCS,1
SANITATION HOUSEKEEPING & CLEANING SUPPLIES,CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,Flycobait,no,18,PCS,PCS,1
CAPEX,BOH OTHER EQUIPMENT,Foldable Step Ladder,no,18,PCS,PCS,1
CAPEX,SMALLWARE,Folk 570Ml 7251 Set Of 12,no,18,PCS,PCS,1
KITCHEN ACCESSORIES,FOOD DISPLAY ACCESSORIES,Food Display Black Plate (Slate Design),no,18,PCS,PCS,1
CAPEX,BOH FOOD EQUIPMENT,Food Display Unit -Cold PTW12HC,no,18,PCS,PCS,1
STORE CONSUMABLES,STATIONARY,Food Tag,no,18,PCS,PCS,1
,DISPOSABLE PACKAGING - BUTTER WRAPPING SHEETS,Food Wrapping Paper - Ci,no,18,PKT(100PC),PCS,100
DISPOSABLE TAKE AWAY PACKAGING,DISPOSABLE PACKAGING - BUTTER WRAPPING SHEETS,Food Wrapping Paper - Ci,no,18,PKT(500PC),PCS,500
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Foot Operated Paddle,no,18,PCS,PCS,1
RAW MATERIAL,RM BEVERAGES - SYRUP/SAUCE,Forest Berry Crush,yes,5,BTL(1L/1200GM),GM,1200
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Freight & Instalation Charges,no,18,PCS,PCS,1
CAPEX,BOH DEAD FABRICATION EQUIPMENT,Freight Charges - Paramount,no,18,PCS,PCS,1
